S_su,S_aa,S_fa,S_va,S_bu,S_pro,S_ac,S_h2,S_ch4,S_IC,S_IN,S_I,X_xc,X_ch,X_pr,X_li,X_su,X_aa,X_fa,X_c4,X_pro,X_ac,X_h2,X_I,S_cation,S_anion,S_H_ion,S_va_ion,S_bu_ion,S_pro_ion,S_ac_ion,S_hco3_ion,S_co2,S_nh3,S_nh4_ion,S_gas_h2,S_gas_ch4,S_gas_co2
0.012394,0.0055432,0.10741,0.012333,0.014003,0.017584,0.089315,2.51E-07,0.05549,0.095149,0.094468,0.13087,0.10792,0.020517,0.08422,0.043629,0.31222,0.93167,0.33839,0.33577,0.10112,0.67724,0.28484,17.2162,1.08E-47,0.0052101,5.46E-08,0.012284,0.013953,0.017511,0.089035,0.08568,0.0094689,0.001884,0.092584,1.10E-05,1.6535,0.01354
